Возраст;Субъект;Пол;Тип;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
30-34 лет;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;5,4;5,2;4,6;4,6;4,5;3,5;3,5;3,9;2,9;3,2;3,5
30-34 лет;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;4,7;4,2;3,8;4,1;3,9;2,8;3,1;3,4;2,8;2,8;3,1
30-34 лет;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;7,4;8;6,9;6,1;6;5,5;4,5;5,3;3,2;4,2;4,7
35-39 лет;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;3,1;2,6;3,2;3,1;3,8;2;3;2,9;2,5;3,2;3,1
35-39 лет;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;2,9;2;3;2,2;2,9;1,8;2,6;2,4;2,3;2,7;2,6
35-39 лет;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;3,8;4,8;4,1;6,1;6,9;2,8;4,3;5;3,2;5,3;4,9
35-39 лет;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;10,6;10,5;9,7;9,9;8,1;7,1;7,4;7,7;6,8;6,9;7,6
35-39 лет;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;9,5;8,8;8,9;8,8;7,6;7,2;7,5;7,3;6,6;5,9;7,4
35-39 лет;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;13,5;15,2;11,9;12,8;9,4;7,1;7,1;8,7;7,1;9,4;8,2
35-39 лет;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;6,8;6,5;6,4;6,5;6;4,6;5,3;5,4;4,7;5,1;5,5
35-39 лет;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;6,1;5,2;5,8;5,4;5,2;4,4;5;4,8;4,5;4,3;5
35-39 лет;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;8,9;10,3;8,2;9,7;8,3;5,2;5,9;7,1;5,5;7,7;6,8
40-44 лет;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;5,5;3,7;3,9;4,8;3,4;3,4;3,6;2,8;4,2;4,5;4,8
40-44 лет;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;5;2,9;3,7;4,3;3,3;2,9;3,3;2,3;4,2;4,1;4,8
40-44 лет;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;6,9;5,8;4,4;6,1;3,6;4,8;4,6;4,2;4,4;6;4,5
40-44 лет;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;12,9;12,4;10,7;10,3;10,4;9,9;10;10,4;10;9,4;10,9
40-44 лет;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;13,2;11;11,3;9,9;9,6;9;9,1;9,9;9,8;8,8;10,4
40-44 лет;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;12,4;15,6;9,4;11,4;12,4;12,3;12,4;11,8;10,6;11;12,1
40-44 лет;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;9;7,8;7,1;7,5;6,8;6,6;6,8;6,5;7,1;7;7,8
40-44 лет;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;8,7;6,6;7,2;6,9;6,3;5,8;6,1;5,9;6,9;6,3;7,5
40-44 лет;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;9,7;10,8;6,9;8,8;8,1;8,7;8,6;8,2;7,7;8,7;8,7
45-49 лет;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;6,3;5,5;5;4,6;5,3;5;4,3;4,4;4,8;6,2;6,1
45-49 лет;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;5,4;5,1;5;4,5;4,8;4,1;4,5;4;4,4;6,1;5,5
45-49 лет;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;8,5;6,7;5,2;4,9;6,4;7,4;4;5,4;5,7;6,7;7,8
45-49 лет;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;18,9;17,9;15,3;14,6;15,2;14;14,2;12,8;12,6;14,2;14,8
45-49 лет;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;16,7;15,7;14,6;14,7;15,3;13,1;13,9;12,8;12,1;13,8;15,3
45-49 лет;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;23,1;22;16,8;14,3;14,8;16;15,1;12,7;13,7;15,2;13,7
45-49 лет;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;12,2;11,3;9,8;9,2;9,9;9,2;9;8,3;8,5;10;10,3
45-49 лет;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;10,5;9,8;9,3;9,1;9,6;8,2;8,7;8;8;9,6;10,1
45-49 лет;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;16;14,5;11,1;9,6;10,6;11,7;9,5;9,1;9,8;11;10,8
50-54 лет;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;7,4;7,5;6,8;6,7;6,2;6,8;5,9;6,1;6,8;7,9;8,4
50-54 лет;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;6,8;7,2;6,4;6,3;6;6;4,9;5,4;6,3;7,9;8
50-54 лет;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;8,9;8,3;7,7;7,7;6,8;8,6;8,1;7,6;8;8;9,5
50-54 лет;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;23,6;22,9;20,4;20,9;19,9;20,4;17,4;18,9;18,4;19,5;21,2
50-54 лет;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;22,8;22,4;19,1;20,1;19,3;19,5;16,8;18,4;20,3;20,1;22,3
50-54 лет;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;25,1;23,9;22,6;22,1;21;22,1;18,3;19,8;14,9;18,3;19
50-54 лет;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;14,7;14,5;12,9;13,1;12,5;13;11,1;11,9;12,1;13,2;14,2
50-54 лет;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;13,6;13,7;11,8;12,2;11,8;11,8;10,1;11;12,4;13,2;14,3
50-54 лет;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;17,1;16,2;15,2;14,9;13,9;15,3;13,2;13,6;11,4;13,1;14,2
55-59 лет;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;11,5;11,1;10,2;10,7;10,3;9,6;8,9;9,3;8,6;10,4;12,6
55-59 лет;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;10;10,1;10,5;9,7;8,8;8,3;9;8,8;8,3;9,8;12,1
55-59 лет;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;15,5;13,6;9,5;13,1;14;12,6;8,7;10,4;9,3;11,7;13,5
55-59 лет;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;33,3;33,8;29,3;28,4;25,4;28,7;25,4;25,3;23;26,9;28,4
55-59 лет;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;31;33,7;28,6;27,8;25,7;28,9;24,9;24,8;23,1;29,2;29,3
55-59 лет;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;37,4;33,9;30,4;29,6;25;28,4;26,3;26,1;22,8;23;26,9
55-59 лет;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;20,8;20,8;18,4;18,3;16,9;17,9;16,1;16,3;14,9;17,6;19,5
55-59 лет;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;18,5;19,6;17,9;17;15,7;16,7;15,5;15,4;14,4;17,9;19,3
55-59 лет;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;26;23,4;19,6;21;19,3;20,3;17,3;18,1;15,9;17,2;20
5-9 лет;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;0,3;0,3;0,1;0,3;0,1;0,2;0,1;0,2;0,1;0,2;0,3
5-9 лет;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0,1;0,3;0;0,4;0,1;0,2;0,1;0,2;0,2;0,2;0,2
5-9 лет;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,8;0,3;0,2;0;0,2;0,2;0,2;0,2;0;0,2;0,7
5-9 лет;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;0,5;0,3;0,1;0,2;0,4;0,1;0,2;0,5;0,3;0,2;0,4
5-9 лет;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;0,5;0,1;0,1;0,3;0,5;0;0,3;0,4;0,5;0,1;0,5
5-9 лет;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,5;1;0;0,2;0,2;0,4;0;0,6;0;0,4;0,2
5-9 лет;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;0,4;0,3;0,1;0,3;0,3;0,2;0,2;0,3;0,2;0,2;0,4
5-9 лет;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;0,3;0,2;0;0,3;0,3;0,1;0,2;0,3;0,3;0,1;0,3
5-9 лет;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;0,6;0,6;0,1;0,1;0,2;0,3;0,1;0,4;0;0,3;0,4
60-64 лет;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;17,5;15,6;12,8;14,2;13,3;12,2;12,4;12,1;12,9;15;17,7
60-64 лет;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;17,2;14,8;11,9;13,2;13,1;10,7;12,5;11,6;12,2;15;17,6
60-64 лет;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;18,2;17,5;14,8;16,6;13,6;16;12,3;13,4;14,7;14,9;17,8
60-64 лет;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;49,9;47,8;41,3;41,6;43,4;42,9;38,6;40,4;35,3;41,7;45,4
60-64 лет;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;48,5;46,7;42,5;40;43,5;42,5;39,5;39,4;36,6;43,4;45,4
60-64 лет;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;52,6;49,9;39,2;44,6;43,2;43,4;37;42,1;33,1;39;45,6
60-64 лет;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;30,8;28,7;24,3;25,2;25,3;24,4;22,9;23,5;22,1;25,9;29,1
60-64 лет;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;29,5;27,1;23,6;23,3;24,5;22,6;22,6;22,1;21,5;25,8;28,2
60-64 лет;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;33,8;32,1;25,8;29,1;26,8;28,3;23,6;26,6;23,2;26,1;30,7
65-69 лет;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;21,4;20,7;20,9;20,9;19,3;20,1;17,3;16,8;17,2;19,9;25,6
65-69 лет;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;19,8;20,3;21,8;21,3;19;20;17,1;16,1;17,7;19,8;26,1
65-69 лет;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;24,7;21,5;18,9;20;19,8;20,2;17,8;18,6;16,2;19,9;24,3
65-69 лет;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;56,9;59,8;56,3;52;50,6;51,6;51,8;52,7;48,4;55,2;65,1
65-69 лет;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;56,6;62,1;58;55,7;54,8;54,2;56,9;53,4;53,3;59,6;71,1
65-69 лет;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;57,6;55,4;53,1;45,4;43,2;46,9;42,7;51,5;39,9;47,7;55,1
65-69 лет;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;34,6;35,5;34,3;32,7;31,1;31,9;30,1;30;28,6;32,7;40
65-69 лет;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;33,1;35,6;34,9;33,7;31,8;32,1;31;28,9;29,8;33,3;41,3
65-69 лет;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;37,5;35,2;33;30,7;29,7;31,4;28,2;32,4;26,1;31,5;37,3
70-74 лет;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;33,9;34;34,8;30;32,4;30,7;28,8;27,4;27,8;34,4;37,6
70-74 лет;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;35,3;35,2;36,2;31,9;34;32,3;27,6;29;28,1;36,8;38,3
70-74 лет;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;31,4;31,8;32,4;26,6;29,4;27,6;31,4;23,9;27,2;28,7;35,8
70-74 лет;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;77,8;81,9;78,3;72,7;71,2;71,9;69,4;65,2;63,6;77,8;89,3
70-74 лет;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;85,3;90,2;83,8;79,2;81;81,7;78;68,3;71,6;92,8;101,9
70-74 лет;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;67,1;70;70,5;63;56,2;56,6;54,9;60;50,1;53,2;69,1
70-74 лет;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;48,1;49,4;48,8;43,7;44,9;44,3;42,6;40,3;40;49,1;54,8
70-74 лет;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;50,6;52;50,7;46,5;48,6;47,9;43,8;41,5;41,9;54,4;57,9
70-74 лет;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;44;45,2;45,6;39,1;38,5;37,9;40,2;37,7;36,1;38,3;48,6
75-79 лет;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;59,6;56,7;55,7;53,9;51,3;50,3;51,5;49,9;49,1;51,2;64,3
75-79 лет;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;65,3;61,2;59,3;57,4;55,7;55,7;55,8;53,8;57,3;57,3;70,9
75-79 лет;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;52;50,3;50,5;48,5;44,1;41,3;44,3;43,1;35,4;40,9;52,3
75-79 лет;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;111;107,8;101,3;107;98,9;94,6;100,2;95,4;93,4;107,3;108,6
75-79 лет;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;120,9;116,8;110,7;120,9;118,5;113;126,9;114;119,3;133,2;144,1
75-79 лет;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;99,5;97,1;90,1;90,2;75;72,1;67,3;72;60;73,8;62,6
75-79 лет;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;73,7;70,8;68,5;68,8;64,5;62,5;64,9;62,3;61,2;66,6;76,8
75-79 лет;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;80;75,8;72,7;73,8;71,7;70,1;73,6;68,9;73;76,6;89,7
75-79 лет;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;65,8;64,2;62,6;61,5;53,8;51;51,5;52;42,9;51;55,7
80-84 года;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;99,8;104,3;95,9;95,1;96,6;94,7;87,7;84,2;83,2;90,6;104
80-84 года;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;100,1;108,5;95,6;98,9;109,7;99,3;98;98,9;99,8;109,9;124,1
80-84 года;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;99,3;99;96,2;90,5;80,8;88,8;74;63,5;59,3;62,3;74,2
80-84 года;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;144,9;155,9;159,4;146,4;140,8;141,4;136,3;128,7;117,4;136,2;164,8
80-84 года;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;151,1;167,6;180;166,5;180;166,8;167,7;176,6;171,3;208,7;258,4
80-84 года;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;137;142,4;137,7;126,2;102,3;116,7;105,7;83,4;68,4;73;87,8
80-84 года;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;109,9;116;110,2;106,6;106,6;105,4;99;94,7;91,2;101,3;118
80-84 года;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;111,4;121,5;113,7;113,1;124,4;113,3;112,4;114,8;113,9;129;149
