Возраст матери;Субъект;Тип;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
20-24 лет;        Пермский край;городское население;146,8;134;122,6;109,1;109,3;102;99,1;93,5;94,9;89,7;89,7;92,9;95,3;95,7;92,3;83,2;83,1;81,3;84,4;83,6;83,8;82,8;84,6;83,8;80,5;81,5;80;71,2;71,9;67,1;66,5;66
20-24 лет;        Пермский край;сельское население;219,8;220;219,4;179,7;177,1;165,5;152,4;140,1;145,5;139,4;143,9;140,3;150,8;147,2;143,5;137,1;139,7;155,8;158,6;158,9;167,2;173,2;198,6;209,9;214,2;195,4;155,2;124,8;112,8;97,5;90,6;90,4
25-29 лет;        Пермский край;все население;97,1;82,7;74;65,3;64,7;65,5;68,3;68;72,7;70,1;72;76;80;81,7;81,7;79,3;78,3;89,5;96,1;102,5;107,2;107,4;116,6;117,2;123,3;126,4;126,7;110,3;103,8;93,8;90,2;94,3
25-29 лет;        Пермский край;городское население;91,6;75,6;67,3;59,9;59,7;61,2;62,3;62;67;63,5;67,4;72,4;77;78,9;78,4;75,9;73,6;83,1;87,5;94,9;98,4;99,2;105,7;106,2;110,2;118,2;117,9;99,9;92,6;83,3;81,2;86,9
25-29 лет;        Пермский край;сельское население;116,5;107,5;97,1;83,5;81,9;80,8;90,3;91,2;95,2;95,6;89,8;90,2;91,5;92,6;94,6;92,3;95,7;113,4;128,3;130,7;140,4;138,9;159,2;162,3;179,4;163,7;168,9;163,3;164,1;150;135,1;126,3
30-34 лет;        Пермский край;все население;50,9;42,6;36;29,4;28,9;28,3;30,4;31,5;36,8;35,3;39,3;42,1;47,2;47,6;48,1;46,5;48,1;56,9;63,8;67,8;75,3;74,5;81,4;84,1;89,4;93,6;95,4;84,4;79,2;74,2;75;75,3
30-34 лет;        Пермский край;городское население;46,9;38,2;32,7;26,8;27,2;25,8;27,5;28,5;34,3;32,7;36,2;40,5;45,9;45,9;47;45,6;47;54,8;61;64,7;72,6;71,3;78,6;79,9;85;90,8;91,6;80,9;75,2;69,4;69;67,7
30-34 лет;        Пермский край;сельское население;65,9;59,3;48,2;38,7;34,8;36,9;40;41,7;45,2;44;49,6;47,2;51,8;53,7;52,3;50;52,2;64,9;74,5;79,4;85;86,7;92,1;101;107,7;106;112,9;100,8;99,1;99,2;107,5;118
35-39 лет;        Пермский край;все население;22;18;15,4;11,4;10;9,7;11,2;10,6;11,7;12,3;12,9;14,3;17,2;17,3;19,3;19,2;20,5;24,9;29,7;30,4;33,1;37,6;39,8;41,1;43,5;45,7;46,1;42,3;43,1;42,1;42,5;44,6
35-39 лет;        Пермский край;городское население;19,1;15,5;13,4;9,8;8,8;8,3;9,6;9,3;10,2;10,6;11,4;13,4;16,4;16,5;18,7;18,1;19,7;23,7;27,8;28,9;32;36,9;39,3;40,6;41,5;45,6;45,7;40,7;41,9;40;39,4;41
35-39 лет;        Пермский край;сельское население;34,7;28,7;24;18;14,6;14,8;17;15;16,9;17,8;17,7;17,3;19,7;19,5;21,5;22,6;23,3;29,1;36,2;35,9;37,1;40,1;41,5;42,9;50,9;46;47,7;49,1;48,6;51,4;56,7;62,3
40-44 лет;        Пермский край;все население;4,9;4,6;3,7;2,7;2,2;2,2;2,3;2,3;2,3;2,5;2,4;2,5;2,6;2,9;3;3;3,5;4,4;4,5;5,8;7,1;7,2;7,8;8,5;9,2;9,5;10;9,5;9,5;9,8;10,1;10,1
40-44 лет;        Пермский край;городское население;3,9;3,4;3;2,1;1,9;1,8;1,8;1,9;1,9;1,9;2;2;2,3;2,5;2,7;2,7;3,3;3,9;3,9;5,4;7;6,9;7,8;8,2;9,1;9,4;10;10;9,6;9,4;9,5;9,8
40-44 лет;        Пермский край;сельское население;9,9;9,9;6,6;5,1;3,9;4,2;4,4;4;3,8;4,3;3,7;4;3,7;4,1;3,9;4,1;4;5,8;6,4;6,9;7,5;7,9;7,7;9,8;9,4;10,1;10,2;7,8;9,4;11,6;12,7;11
45-49 лет;        Пермский край;все население;0,2;0,1;0,2;0,3;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,1;0,1;0,1;0;0,1;0,1;0,2;0,2;0,3;0,3;0,2;0,4;0,3;0,4;0,5;0,3;0,4;0,6;0,5;0,8;0,5
45-49 лет;        Пермский край;городское население;0,1;0,2;0,1;0,2;0,1;0;0,1;0,1;0;0,1;0,2;0,1;0,1;0,1;0;0,1;0,1;0,1;0,1;0,3;0,3;0,1;0,4;0,3;0,4;0,5;0,4;0,4;0,6;0,5;0,8;0,6
45-49 лет;        Пермский край;сельское население;0,5;0,1;0,5;0,7;0,4;0,1;0,4;0,3;0,4;0,1;0,2;0,3;0,1;0,3;0,1;0,2;0,1;0,3;0,2;0,4;0,5;0,3;0,3;0,4;0,2;0,6;0,3;0,4;0,6;0,6;1;0,4
50-54 лет;        Пермский край;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50-54 лет;        Пермский край;городское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0
50-54 лет;        Пермский край;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15-19 лет;        Приморский край;все население;73,2;70,5;61,3;54,8;58,9;48,7;41,6;40,4;36,5;31,3;29,5;31,2;30,4;31,2;30,4;29,3;30,9;29,8;30;31,5;28,7;28,1;31;31,4;30,6;30,2;25,6;22,3;19,7;18,8;17,9;18
15-19 лет;        Приморский край;городское население;63,5;61,1;53,2;47,4;51,4;42,8;36,2;35,1;31,1;26,4;23,6;24,9;24,3;25;24,1;22,8;24,5;22,7;22,2;23,6;21,7;21,1;22,5;22,9;24;24;21;17,8;15,8;15,2;14,4;14,6
15-19 лет;        Приморский край;сельское население;117,3;111,4;93,6;81,6;84,6;68,3;60,1;59,2;55,8;49,3;51,5;56;55;54,9;51,5;49,4;51,9;54,7;59,5;61,5;55;54,2;61,2;59,6;51,4;49,2;40;36,3;31,9;30,4;29,1;28,6
20-24 лет;        Приморский край;все население;152;138,8;122,4;114,7;116,2;112,1;99;91,1;88,2;84,9;87,4;90,7;93,8;95,1;91,9;89,5;85,4;88,4;88;86,6;84,3;85,9;89,4;87,1;86,7;87;84,2;76,3;77,2;72,1;74,6;73,1
20-24 лет;        Приморский край;городское население;145,9;128,9;113,3;105,7;105,2;101,3;90,5;83,9;80,9;77,5;80,6;83,6;84,6;85,6;84,3;78,5;74,8;77,2;75,3;74,1;70,9;71,5;71,5;68,5;68,9;74,2;72,2;67,3;70,1;64,6;70;69,4
20-24 лет;        Приморский край;сельское население;175,5;178,1;160,4;153,8;166;161,1;136,4;121,6;118,1;113,9;114;119;133,1;136;122,5;130,5;124,1;128,2;133,3;131,9;136,2;147,5;175,4;183,6;180,7;150,1;136,6;110,8;101,8;96,3;88,5;84,4
25-29 лет;        Приморский край;все население;88,1;76,9;63,1;56,4;61,6;59;57,2;57,3;58,2;57,1;63,2;68,4;75;77,3;79,4;78,3;77,6;85,8;86,3;93,1;93,3;96,2;102,2;105,2;108,6;108,2;106,1;96,1;92,6;87,5;88,4;89,9
25-29 лет;        Приморский край;городское население;84,6;72,8;60,3;53,6;59,2;57;54,9;54,8;56,1;54,1;60;66;71,7;74,3;78,5;76,2;75,1;83,2;82,4;89,3;88;90,2;96,2;97,8;99,4;102;99,3;88,6;84,2;79,5;81,5;84,2
25-29 лет;        Приморский край;сельское население;100,1;91,2;73;66,5;70,7;66,6;66,3;67,8;67,5;70,1;76,8;78,4;88,7;89,9;83,1;85,9;86,9;95,3;100,9;107,2;112,9;119,3;126,3;136,2;149,6;138,2;141,4;138,4;143,9;136;126,7;117,1
30-34 лет;        Приморский край;все население;51,4;42,7;34,1;28,1;27,6;28,3;27,9;26,5;29,2;29,2;32,8;37,5;41,8;44;45,1;45,8;46,7;54,1;55,8;60,5;63,9;65;70,8;73,9;78;82,5;83,2;77,4;76,4;71;73,2;72
30-34 лет;        Приморский край;городское население;49,3;40,3;32,4;26,6;26,6;27,2;27,3;25,8;28,1;27,8;32;36,5;41;43,3;45,1;45,8;47,2;53,2;55;59,8;62,9;64,5;69,5;73,3;75,3;82,3;82,2;75,8;74;68,4;69,5;67,1
30-34 лет;        Приморский край;сельское население;58,7;51,4;40,1;33,2;31,2;32,3;30,1;29,3;33,4;34,8;35,9;41,6;45,1;46,7;45,4;45,7;44,9;57,1;58,6;63,1;67,5;67,2;75,9;76,2;89,5;83,3;88,2;84,8;88,2;84,1;93,2;100,8
35-39 лет;        Приморский край;все население;22;18,3;15,2;11,5;11,1;10,4;11,1;10,3;10,4;11,2;11,7;13,3;14,6;16,4;18;18,2;19;22;23,8;25,8;26,6;29,2;32,9;35,9;37,9;39,5;40,8;39,3;40;38,9;39,8;39,8
35-39 лет;        Приморский край;городское население;19,4;16,8;13,6;10,3;10,4;9,7;10,4;9,5;9,7;10,8;11,1;13;14,3;16,3;17,9;18;18,8;22,1;23,8;25,7;26,6;28,8;33;36;37,5;39,5;41;39,1;39,1;38,3;38,4;38,7
35-39 лет;        Приморский край;сельское население;32,2;24,1;21,3;16,1;13,5;13,1;13,7;13;13,1;12,8;14,2;14,8;15,9;16,8;18,5;18,7;19,6;21,4;23,6;26,4;26,6;30,5;32,5;35,3;39,5;39,4;39,9;40,1;43,6;41,5;45,8;45
40-44 лет;        Приморский край;все население;4,9;4,5;3,7;3;2,6;2;2,3;1,8;2,4;2,2;2,2;2,4;2,7;2,5;2,8;2,6;3;4;4,2;4,7;4,8;4,8;6,1;6,6;7,3;7,4;8,5;7,8;8,4;7,9;8,4;8,7
40-44 лет;        Приморский край;городское население;4,1;3,7;3;2,6;2,2;1,7;2;1,4;2,1;1,8;2;2;2,4;2,3;2,7;2,3;3;4;4,3;5;4,7;4,4;6,3;6,4;6,9;7,5;8,6;8;8,6;7,8;8,5;8,8
40-44 лет;        Приморский край;сельское население;8,3;8;6,4;4,6;4;3,4;3,7;3,5;3,4;3,5;3,2;3,9;3,9;3,4;2,8;3,7;3,1;4;4;4;5,2;6;5,4;7;8,9;7;8,3;6,9;7,5;8,3;8,4;8,7
45-49 лет;        Приморский край;все население;0,2;0,2;0,3;0,1;0,1;0,1;0,2;0,1;0,1;0,1;0,2;0,1;0,2;0,1;0,1;0,1;0,2;0,1;0,1;0,1;0,2;0,1;0,1;0,3;0,3;0,3;0,2;0,3;0,3;0,5;0,4;0,4
45-49 лет;        Приморский край;городское население;0,1;0,1;0,3;0,1;0,1;0,1;0,2;0,1;0,1;0,1;0,2;0,1;0,1;0;0,2;0,1;0,1;0;0,1;0,1;0,2;0,1;0,1;0,3;0,3;0,4;0,2;0,3;0,3;0,5;0,4;0,5
45-49 лет;        Приморский край;сельское население;0,6;0,4;0,6;0,3;0,2;0,1;0,2;0,2;0;0,1;0,1;0,1;0,3;0,1;0,1;0,1;0,2;0,3;0,1;0,1;0,1;0,1;0,1;0,6;0,3;0,1;0,1;0,1;0,3;0,2;0,3;0,2
50-54 лет;        Приморский край;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0,1;0
50-54 лет;        Приморский край;городское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0,1;0
50-54 лет;        Приморский край;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15-19 лет;        Псковская область;все население;49,6;48,6;46,4;42,2;41,4;41,5;36,8;34,9;32,4;26,5;26,3;28,6;27,9;28,6;28,7;29,7;28,9;29,9;31,6;32,1;30,6;27;28,6;25,4;23,2;22,4;22,7;16,1;15,6;13,6;13,9;13,5
15-19 лет;        Псковская область;городское население;42,6;40,2;38,2;36,3;36,1;36;33,4;30,2;27,6;23,1;23,3;24,2;24,1;24,4;23,5;21,7;21,6;22,8;24;24,2;22,6;17,2;20,9;17,5;16,7;18,5;19,7;14,2;14,2;12,7;12;12
15-19 лет;        Псковская область;сельское население;71,8;74,7;70,7;58,5;55,8;56,9;46,4;48,3;46,2;36,4;35,5;42,3;39,1;40,4;42,6;50,4;48,1;49,4;53,8;56,7;55,3;57,8;53,6;51,4;44;34,5;31,4;21,8;19,6;16;19,7;17,8
20-24 лет;        Псковская область;все население;157,6;147,2;136,1;118,3;115,4;109,7;105,7;101,3;97,1;93;93,9;99,3;98,1;102,1;99,8;95,1;90,9;94,6;94;94,8;91,3;93,2;94,1;95,3;89,9;88,1;85,5;73,2;73,3;67,9;67,8;66,7
20-24 лет;        Псковская область;городское население;151;141,1;131;113,4;110,4;103,5;101,9;96,1;95,5;90,1;91,2;93,3;93,2;96;89,9;85,4;79,3;81,7;81,4;84,5;76,1;76,4;78,4;76,1;72,2;79,4;81,6;72,9;71,7;66,4;66,9;66
20-24 лет;        Псковская область;сельское население;173,2;161,8;148,7;131,4;129,1;127;116,5;116,4;101,6;101,4;102;118;113,9;122,4;132,8;127,9;128,8;135,8;132,7;125,4;136,9;147,4;150,9;172,4;163,3;122,1;98,9;73,9;77,8;72,1;70,1;68,4
25-29 лет;        Псковская область;все население;91,7;81,3;66;58,3;61,9;58,3;62,7;61,4;63,5;61,5;64,8;70,4;77,1;77,5;78,7;74,1;78,3;87,1;85,6;90,8;94,6;95,4;103,1;107,5;110,4;116,6;118,2;105,1;100,5;94,5;89,4;92,8
25-29 лет;        Псковская область;городское население;86,5;75,3;59,6;54,7;59,3;54,3;60,9;61,4;63,2;63,2;64,2;71,4;77,5;77,1;76;68,5;74,6;80,8;79,9;86,4;88,5;91;95,6;100,5;103,6;118,3;120,2;104,5;97,6;93,2;88,8;91,7
25-29 лет;        Псковская область;сельское население;104,4;95,6;80,8;66,5;67,8;67,6;67,2;61,4;64,5;56,8;66,3;67,3;75,9;79,1;87,6;93,1;91,2;108,7;105,1;106;115,3;110,2;127,9;130,2;132,6;110,7;110,8;107,7;112,6;99,9;91,7;96,5
30-34 лет;        Псковская область;все население;45,4;37,6;32;25,7;24,4;25,1;26,7;27,5;29;26,5;30,6;34,6;40,5;42,1;42,8;38,3;42,3;48,4;55,8;57,8;60,5;62,7;70,1;70,9;75,5;79,9;86,4;75,9;77,1;72,9;70,5;75,6
30-34 лет;        Псковская область;городское население;41,6;34,5;28,5;22,4;21,6;23,8;24,9;26;29;26,3;31,1;35,7;41,5;43,3;43;38;40,7;47,4;53,5;57,2;60,7;62,3;69,6;68,8;73,8;83,9;89,3;76,5;79,2;74,5;70;73,8
30-34 лет;        Псковская область;сельское население;55,7;45,8;40,7;34;31,3;28,2;30,8;30,8;28,9;26,8;29,5;31,9;37,8;38,5;42,2;38,9;47,2;51,6;63,6;59,9;60,1;64,1;71,8;78,1;81,3;65,9;75,7;73,9;69,6;67,2;72,2;82,8
35-39 лет;        Псковская область;все население;16,9;14,2;12,5;9,5;9,8;9,1;9,1;10,7;11,3;10;9,3;11,5;12,4;14,8;14,2;16,9;17,2;19,1;22,1;23,7;24,6;26,5;31;30,5;35,3;36,3;39,7;35,2;39,3;37;36;38,6
35-39 лет;        Псковская область;городское население;14;11,4;10,4;7,4;8,7;7,7;6,8;9,9;10;9,3;8,4;11;12,2;16,3;14,4;18;17,3;18,8;20,8;22,5;24,6;25,5;30,2;31,5;34,6;38,7;40,5;36,5;39,4;37,7;36;36,5
35-39 лет;        Псковская область;сельское население;25,5;22,4;18,4;15,4;12,6;13;15,1;12,5;14,7;11,7;11,6;12,7;12,8;11,2;13,9;14,1;16,9;20,1;25,7;27,3;24,7;29,5;33,3;27,2;37,7;28,3;37,2;30,8;38,8;34,6;35,7;46,5
40-44 лет;        Псковская область;все население;4,4;3,7;2,5;2,8;1,5;1,9;1,8;1,9;2;2;2,6;2,1;2,3;2,5;2,3;2,3;2,8;3,6;3,9;4,5;4,7;5,6;6,1;7,5;6,7;6,8;7,6;8,1;8;8;6,8;9,3
40-44 лет;        Псковская область;городское население;3,2;2,8;1,7;2;1,1;1,2;1,1;1,3;1,4;1,5;2,2;1,9;2;2,1;2,2;2,4;3;3,6;3,2;4,5;4,5;6;6,1;7,1;6,6;7,1;8,3;8,1;8,3;8,2;6,9;9,4
40-44 лет;        Псковская область;сельское население;8,1;6,4;5,1;5,1;2,8;3,9;3,7;3,5;3,7;3,4;3,6;2,6;3,1;3,5;2,6;2,2;2,2;3,7;5,5;4,7;5,1;4,8;6;8,4;7;5,7;5,7;8,3;6,9;7,3;6,6;9,2
45-49 лет;        Псковская область;все население;0,1;0,1;0,2;0,1;0,1;0,1;0,1;0,1;0;0;0,1;0,1;0,1;0,1;0;0,1;0,2;0,1;0,3;0,1;0;0,1;0,5;0,1;0,4;0,3;0,3;0,3;0,4;0,3;0,6;0,4
45-49 лет;        Псковская область;городское население;0;0;0,2;0,1;0;0,1;0;0,1;0;0;0;0,1;0;0;0;0;0,1;0;0,2;0,2;0;0,1;0,3;0,2;0,3;0,3;0,3;0,3;0,3;0,4;0,7;0,5
45-49 лет;        Псковская область;сельское население;0,2;0,4;0,2;0,2;0,4;0,2;0,3;0,2;0;0;0,5;0,2;0,3;0,3;0;0,3;0,3;0,2;0,5;0;0;0,1;0,8;0;0,6;0,2;0,2;0,3;0,7;0;0,3;0
50-54 лет;        Псковская область;все население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0
50-54 лет;        Псковская область;городское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0;0;0;0;0
50-54 лет;        Псковская область;сельское население;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15-19 лет;        Республика Адыгея (Адыгея);все население;60,2;62,5;59,8;54,2;52,7;50,5;46,4;42,8;34,1;30,4;30;29,6;28,8;27,2;32,7;31,9;34,1;31,3;35,8;31,4;33,2;32;30,5;31,3;27,1;26,4;24;20,1;17,9;16,3;17,5;16,5
15-19 лет;        Республика Адыгея (Адыгея);городское население;47,8;50,3;47,6;39;39;37,8;33,5;32,1;25,6;20,3;20,2;20;18,7;17,9;21,2;21,6;24,2;21,3;24,9;18,7;20,5;19,7;17,1;19;19,4;16,3;18,8;15,4;10,5;8,2;9;13,2
15-19 лет;        Республика Адыгея (Адыгея);сельское население;79,5;79,4;75,8;73,4;70,3;67,1;63,3;56,7;44,9;43,7;43,7;43,6;43,3;39,8;46,8;43,7;45,3;43,3;49,7;47,9;48,7;44,9;42;40,8;32,9;34;28;23,6;23,6;22,5;23,8;19
20-24 лет;        Республика Адыгея (Адыгея);все население;174,4;159,6;143,4;127,1;128,8;124,6;119,1;104,1;105,6;91,6;96,1;97,6;100,2;99,8;93,9;93,1;94,2;105,2;109,3;100,8;100,3;97,2;101,4;98,9;97,4;99,8;95,9;84,2;86,3;82,6;82,9;88,3
20-24 лет;        Республика Адыгея (Адыгея);городское население;160,9;140,3;126,5;106,3;113,6;108,9;99,8;84,7;83,9;78;79,9;84;84,6;81;76,6;74;77,6;87,1;95,9;85,5;83,1;82;72;66,5;69,8;80;81,5;72,4;88,9;76,3;81,5;86,6
20-24 лет;        Республика Адыгея (Адыгея);сельское население;192;185,4;166,8;156,2;150,1;146,8;145,8;131,6;137,4;111,4;118,9;116,8;122,6;126,9;118,6;118,9;114,6;125,6;123,7;117,8;120,3;115,1;135,8;138,7;130,5;121,7;110,3;94,4;84,4;87,3;84;89,6
25-29 лет;        Республика Адыгея (Адыгея);все население;96,9;95,3;82,5;72,9;79,8;77,4;76,9;75,3;74,6;65,1;71;72,1;82,3;82,1;83,4;80,6;79,8;94;99,3;101,6;104,6;103,8;104,9;99,9;109,6;105,9;101,3;90,3;82,8;78;83,9;92,5
25-29 лет;        Республика Адыгея (Адыгея);городское население;94,2;90,6;72,5;65,8;72,7;73,5;69,7;62,3;66,6;61;64,2;69,7;77,4;78,3;79,6;73;79,8;89,4;89,9;95,7;100,1;108,7;103;98,1;104,2;105,6;100,3;82,8;80,6;74,4;85,8;94,2
25-29 лет;        Республика Адыгея (Адыгея);сельское население;100,2;100,9;94,7;81,5;88,4;82,3;86;92,2;85,2;70,7;80,2;75,4;88,7;87;88,3;90,2;79,8;99,4;110,6;108,5;109,9;98,6;106,9;101,6;115,1;106,4;102,5;99,7;85,6;82,5;81,7;90,9
30-34 лет;        Республика Адыгея (Адыгея);все население;55,1;50,1;42,7;35,9;37,3;37,4;36,7;40,2;42,9;37,6;39;41,9;46,6;50,3;46,5;47,2;45,9;60;63,2;63,5;70,7;66,2;69,4;68,8;73,1;72,3;74,3;67,2;65,3;57,1;62,8;62,4
30-34 лет;        Республика Адыгея (Адыгея);городское население;52,8;44,5;37,6;33,1;34,9;35,4;35,4;36,3;38,3;36,6;39,7;41,4;46,4;50;44,3;44,6;48,9;58;62,8;61,7;69,9;71,3;67;65,4;73,8;78,9;81,5;73,4;74,1;63,3;67,2;66,5
30-34 лет;        Республика Адыгея (Адыгея);сельское население;58,2;57,4;49,4;39,4;40,4;39,8;38,3;44,9;48,5;38,8;38,1;42,6;46,9;50,7;49,3;50,3;42,3;62,3;63,7;65,7;71,5;60,6;71,8;72,3;72,4;65,6;66,9;60,9;56,5;50,7;58;57,8
35-39 лет;        Республика Адыгея (Адыгея);все население;20,6;19,1;14,7;15,9;14,5;15,2;15,4;16,3;15;14,8;14,2;16;16,4;18,5;19,2;17,6;19,9;21,8;26,7;30,8;29,3;30,2;31,4;32,9;33,4;35;34,2;34;33;32,9;33,8;35,8
35-39 лет;        Республика Адыгея (Адыгея);городское население;19,2;17,7;12,7;12,5;14;14,2;13;14,9;13,9;13;13,6;14,6;16,4;17,8;20,9;17,9;20;20,7;26,5;31,3;30,3;34,2;31,7;31,2;36,4;36,6;36,5;36,9;36,3;35,9;37,4;38,5
35-39 лет;        Республика Адыгея (Адыгея);сельское население;22,6;21,1;17,7;20,8;15,1;16,5;18,4;18,1;16,2;17;14,9;17,5;16,4;19,2;17,3;17,3;19,8;23,1;26,9;30,2;28,1;26,1;31,1;34,5;30,4;33,5;31,9;31,2;29,6;29,8;30,3;33,2
40-44 лет;        Республика Адыгея (Адыгея);все население;3,8;4,2;2,7;2,3;3,1;3;2,1;3,4;2,5;3,1;3,3;2,8;3,2;2,7;3,6;3,2;4;3,8;4,3;4,2;6,2;6,1;6;7;7;8;8;7,9;7;7,1;8,9;8,7
40-44 лет;        Республика Адыгея (Адыгея);городское население;3;3,8;2,7;1,8;2,5;3,3;1,7;2,5;2,2;3,1;2,7;2,4;2,5;2,9;3,2;3,8;4,4;3,9;4,7;4,7;7,2;7;5,8;7,7;8,3;7,7;9;9,1;7,9;8,2;9,2;8,8
40-44 лет;        Республика Адыгея (Адыгея);сельское население;5,1;4,9;2,8;3;4;2,5;2,6;4,7;2,9;3,1;4,1;3,4;4;2,6;4;2,4;3,6;3,7;3,9;3,7;5,1;5,2;6,1;6,4;5,7;8,3;6,9;6,7;6,3;6;8,6;8,7
45-49 лет;        Республика Адыгея (Адыгея);все население;0,1;0,2;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,2;0,1;0,2;0,1;0,3;0,2;0,1;0,1;0,1;0,3;0,3;0,3;0,1;0,3;0,3;0,5;0,2;0,3;0,3;0,3;0,2;0,5;0,3
45-49 лет;        Республика Адыгея (Адыгея);городское население;0;0;0;0,2;0;0,1;0,1;0,1;0,1;0,3;0,1;0,2;0,1;0,3;0,1;0,1;0,1;0;0,4;0,2;0,2;0,1;0,4;0,1;0,6;0,3;0,1;0,7;0,1;0,1;0,4;0,5
45-49 лет;        Республика Адыгея (Адыгея);сельское население;0,2;0,5;0,3;0;0,2;0;0;0;0,2;0,1;0;0,1;0;0,4;0,3;0;0,1;0,2;0,2;0,3;0,4;0,1;0,2;0,5;0,4;0,1;0,5;0;0,4;0,3;0,6;0
50-54 лет;        Республика Адыгея (Адыгея);все население;0;0;0,1;0;0;0;0;0;0;0;0;0;0,1;0;0;0,1;0;0;0;0,1;0;0;0,1;0,1;0;0;0,1;0;0;0,1;0;0
50-54 лет;        Республика Адыгея (Адыгея);городское население;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0,1;0;0;0,1;0;0;0;0,1;0;0;0,1;0;0
50-54 лет;        Республика Адыгея (Адыгея);сельское население;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0
15-19 лет;        Республика Алтай;все население;70,1;73;70,9;66,8;64,4;60,6;51;47,7;49,8;46,7;46,6;47,3;46,3;45,3;44,2;46,2;47,2;49,1;52,9;56,4;48,1;54;53,2;45,2;47,5;42,9;40,4;32,4;27,7;25;22,8;21,7
15-19 лет;        Республика Алтай;городское население;45,9;49,9;44,3;47,9;63,6;55,8;49,8;40,3;45,7;37,2;29,3;25,4;24,3;28,8;32,2;38,6;35,1;28,6;30,2;25;23,1;17,9;14,9;17,4;24;21,5;16,5;15,2;14,4;16,2;14,5;19,2
15-19 лет;        Республика Алтай;сельское население;87,1;85,9;83,9;75,5;64,7;62,3;51,4;50,2;51,3;50,7;56;62,3;63,1;55,9;50,1;49,5;53,1;61,1;69,2;84,2;72,5;91,5;90,4;66;62,8;55,8;54,1;42;35,1;29,7;26,6;22,7
20-24 лет;        Республика Алтай;все население;203,4;183,3;175,9;174,5;181,4;164,4;155;137,4;144,7;125,5;136,1;137,1;144,8;147,5;151,6;146,2;140,6;157,7;159,9;156,7;159;185,2;194,2;192,8;199,5;175;154,1;130,8;126,4;104;107,5;94,4
